Proj ID,Project_Name,Transacted_Price,Area,Sale_Date,D_TypeOfSale,D_PropertyType,D_Tenure,Postal_District,D_FloorLevel,Unit_Price
16,THE AVENIR,"6,945,000","2,055.92",1 Oct 2022,1,2,2,9,6,"3,378"
16,THE AVENIR,"6,973,000","2,055.92",1 Oct 2022,1,2,2,9,6,"3,392"
4,HAUS ON HANDY,"1,619,000",624.31,1 Oct 2022,1,2,1,9,4,"2,593"
4,HAUS ON HANDY,"2,647,000",947.23,1 Oct 2022,1,2,1,9,3,"2,794"
4,HAUS ON HANDY,"1,619,000",624.31,1 Oct 2022,1,2,1,9,4,"2,593"
16,THE AVENIR,"3,872,000","1,140.98",1 Oct 2022,1,2,2,9,8,"3,394"
6,IRWELL HILL RESIDENCES,"1,501,000",495.14,1 Oct 2022,1,1,1,9,8,"3,031"
16,THE AVENIR,"1,657,000",527.44,1 Oct 2022,1,2,2,9,5,"3,142"
16,THE AVENIR,"7,004,000","2,055.92",1 Oct 2022,1,2,2,9,6,"3,407"
4,HAUS ON HANDY,"1,787,000",645.84,1 Oct 2022,1,2,1,9,3,"2,767"
8,KOPAR AT NEWTON,"4,284,720","1,819.12",1 Oct 2022,1,1,1,9,3,"2,355"
16,THE AVENIR,"3,696,000","1,140.98",1 Oct 2022,1,2,2,9,6,"3,239"
4,HAUS ON HANDY,"2,710,000",968.76,1 Oct 2022,1,2,1,9,3,"2,797"
8,KOPAR AT NEWTON,"1,376,900",516.67,1 Oct 2022,1,1,1,9,5,"2,665"
8,KOPAR AT NEWTON,"1,386,700",516.67,1 Oct 2022,1,1,1,9,5,"2,684"
8,KOPAR AT NEWTON,"3,646,170","1,603.84",1 Oct 2022,1,1,1,9,2,"2,273"
8,KOPAR AT NEWTON,"3,850,110","1,603.84",1 Oct 2022,1,1,1,9,4,"2,401"
4,HAUS ON HANDY,"1,810,000",688.9,1 Oct 2022,1,2,1,9,2,"2,627"
8,KOPAR AT NEWTON,"1,386,700",516.67,1 Oct 2022,1,1,1,9,5,"2,684"
8,KOPAR AT NEWTON,"1,680,700",613.55,1 Oct 2022,1,1,1,9,6,"2,739"
4,HAUS ON HANDY,"1,935,000",731.95,1 Oct 2022,1,2,1,9,2,"2,644"
4,HAUS ON HANDY,"2,702,000",968.76,1 Sep 2022,1,2,1,9,3,"2,789"
8,KOPAR AT NEWTON,"4,491,600","1,819.12",1 Sep 2022,1,1,1,9,5,"2,469"
6,IRWELL HILL RESIDENCES,"2,020,000",667.37,1 Sep 2022,1,1,1,9,8,"3,027"
8,KOPAR AT NEWTON,"3,777,840","1,528.49",1 Sep 2022,1,1,1,9,4,"2,472"
20,THE MARQ ON PATERSON HILL,"14,000,000","3,056.98",1 Sep 2022,3,2,2,9,5,"4,580"
4,HAUS ON HANDY,"1,898,000",678.13,1 Sep 2022,1,2,1,9,3,"2,799"
16,THE AVENIR,"1,693,000",538.2,1 Sep 2022,1,2,2,9,5,"3,146"
16,THE AVENIR,"6,818,000","2,055.92",1 Sep 2022,1,2,2,9,5,"3,316"
16,THE AVENIR,"6,654,000","2,055.92",1 Sep 2022,1,2,2,9,4,"3,237"
4,HAUS ON HANDY,"1,699,000",635.08,1 Sep 2022,1,2,1,9,2,"2,675"
16,THE AVENIR,"6,627,000","2,055.92",1 Sep 2022,1,2,2,9,4,"3,223"
6,IRWELL HILL RESIDENCES,"1,448,000",495.14,1 Sep 2022,1,1,1,9,8,"2,924"
6,IRWELL HILL RESIDENCES,"1,781,000",602.78,1 Sep 2022,1,1,1,9,8,"2,955"
16,THE AVENIR,"6,736,000","2,055.92",1 Sep 2022,1,2,2,9,5,"3,276"
6,IRWELL HILL RESIDENCES,"4,150,000","1,582.31",1 Sep 2022,1,1,1,9,2,"2,623"
8,KOPAR AT NEWTON,"1,743,390",613.55,1 Sep 2022,1,1,1,9,5,"2,841"
16,THE AVENIR,"6,764,000","2,055.92",1 Sep 2022,1,2,2,9,5,"3,290"
6,IRWELL HILL RESIDENCES,"1,993,000",667.37,1 Sep 2022,1,1,1,9,7,"2,986"
16,THE AVENIR,"7,200,000","2,055.92",1 Sep 2022,1,2,2,9,8,"3,502"
6,IRWELL HILL RESIDENCES,"1,225,000",398.27,1 Sep 2022,1,1,1,9,8,"3,076"
6,IRWELL HILL RESIDENCES,"1,218,000",398.27,1 Sep 2022,1,1,1,9,8,"3,058"
8,KOPAR AT NEWTON,"3,890,700","1,528.49",1 Sep 2022,1,1,1,9,5,"2,545"
16,THE AVENIR,"7,227,000","2,055.92",1 Sep 2022,1,2,2,9,8,"3,515"
8,KOPAR AT NEWTON,"1,390,950",516.67,1 Sep 2022,1,1,1,9,5,"2,692"
4,HAUS ON HANDY,"1,907,000",731.95,1 Sep 2022,1,2,1,9,3,"2,605"
4,HAUS ON HANDY,"1,724,000",624.31,1 Sep 2022,1,2,1,9,3,"2,761"
4,HAUS ON HANDY,"1,729,000",624.31,1 Sep 2022,1,2,1,9,3,"2,769"
6,IRWELL HILL RESIDENCES,"1,971,000",656.6,1 Sep 2022,1,1,1,9,7,"3,002"
4,HAUS ON HANDY,"1,668,000",624.31,1 Sep 2022,1,2,1,9,2,"2,672"
16,THE AVENIR,"7,036,000","2,055.92",1 Sep 2022,1,2,2,9,7,"3,422"
20,THE MARQ ON PATERSON HILL,"13,380,000","3,089.27",1 Sep 2022,3,2,2,9,5,"4,331"
8,KOPAR AT NEWTON,"4,406,490","1,819.12",1 Sep 2022,1,1,1,9,4,"2,422"
16,THE AVENIR,"2,764,000",807.3,1 Sep 2022,1,2,2,9,9,"3,424"
8,KOPAR AT NEWTON,"3,645,180","1,603.84",1 Sep 2022,1,1,1,9,3,"2,273"
8,KOPAR AT NEWTON,"3,791,700","1,603.84",1 Sep 2022,1,1,1,9,4,"2,364"
8,KOPAR AT NEWTON,"3,720,420","1,528.49",1 Sep 2022,1,1,1,9,4,"2,434"
8,KOPAR AT NEWTON,"1,366,200",516.67,1 Aug 2022,1,1,1,9,5,"2,644"
6,IRWELL HILL RESIDENCES,"1,976,000",656.6,1 Aug 2022,1,1,1,9,8,"3,009"
6,IRWELL HILL RESIDENCES,"1,802,000",613.55,1 Aug 2022,1,1,1,9,8,"2,937"
8,KOPAR AT NEWTON,"3,571,920","1,603.84",1 Aug 2022,1,1,1,9,2,"2,227"
6,IRWELL HILL RESIDENCES,"1,495,000",495.14,1 Aug 2022,1,1,1,9,8,"3,019"
10,MARTIN MODERN,"2,690,000","1,011.82",1 Aug 2022,2,2,1,9,4,"2,659"
4,HAUS ON HANDY,"2,655,000",947.23,1 Aug 2022,1,2,1,9,3,"2,803"
8,KOPAR AT NEWTON,"3,718,440","1,603.84",1 Aug 2022,1,1,1,9,3,"2,318"
8,KOPAR AT NEWTON,"3,737,250","1,603.84",1 Aug 2022,1,1,1,9,3,"2,330"
4,HAUS ON HANDY,"2,718,000",968.76,1 Aug 2022,1,2,1,9,3,"2,806"
10,MARTIN MODERN,"2,285,000",871.88,1 Aug 2022,2,2,1,9,5,"2,621"
16,THE AVENIR,"3,658,000","1,140.98",1 Aug 2022,1,2,2,9,6,"3,206"
8,KOPAR AT NEWTON,"3,813,480","1,528.49",1 Aug 2022,1,1,1,9,5,"2,495"
16,THE AVENIR,"3,694,000","1,140.98",1 Aug 2022,1,2,2,9,6,"3,238"
4,HAUS ON HANDY,"1,705,000",613.55,1 Aug 2022,1,2,1,9,3,"2,779"
4,HAUS ON HANDY,"2,663,000",947.23,1 Aug 2022,1,2,1,9,4,"2,811"
8,KOPAR AT NEWTON,"1,366,200",516.67,1 Aug 2022,1,1,1,9,5,"2,644"
16,THE AVENIR,"7,095,000","2,055.92",1 Aug 2022,1,2,2,9,8,"3,451"
16,THE AVENIR,"6,632,000","2,055.92",1 Aug 2022,1,2,2,9,4,"3,226"
8,KOPAR AT NEWTON,"2,770,020","1,054.87",1 Aug 2022,1,1,1,9,6,"2,626"
6,IRWELL HILL RESIDENCES,"3,379,000","1,270.15",1 Aug 2022,1,1,1,9,6,"2,660"
16,THE AVENIR,"2,681,000",807.3,1 Aug 2022,1,2,2,9,8,"3,321"
16,THE AVENIR,"3,800,000","1,140.98",1 Aug 2022,1,2,2,9,8,"3,330"
10,MARTIN MODERN,"1,880,000",764.24,1 Aug 2022,2,2,1,9,5,"2,460"
8,KOPAR AT NEWTON,"1,898,820",688.9,1 Aug 2022,1,1,1,9,6,"2,756"
4,HAUS ON HANDY,"1,903,000",678.13,1 Aug 2022,1,2,1,9,4,"2,806"
16,THE AVENIR,"2,706,000",807.3,1 Aug 2022,1,2,2,9,8,"3,352"
4,HAUS ON HANDY,"1,799,000",688.9,1 Aug 2022,1,2,1,9,3,"2,611"
6,IRWELL HILL RESIDENCES,"1,773,000",602.78,1 Aug 2022,1,1,1,9,8,"2,941"
8,KOPAR AT NEWTON,"4,096,620","1,819.12",1 Aug 2022,1,1,1,9,2,"2,252"
6,IRWELL HILL RESIDENCES,"1,733,000",602.78,1 Aug 2022,1,1,1,9,7,"2,875"
4,HAUS ON HANDY,"1,902,000",731.95,1 Aug 2022,1,2,1,9,3,"2,599"
16,THE AVENIR,"1,576,000",527.44,1 Aug 2022,1,2,2,9,4,"2,988"
16,THE AVENIR,"6,292,000","2,055.92",1 Aug 2022,1,2,2,9,2,"3,060"
8,KOPAR AT NEWTON,"3,832,290","1,528.49",1 Aug 2022,1,1,1,9,5,"2,507"
10,MARTIN MODERN,"2,280,000",882.65,1 Aug 2022,2,2,1,9,2,"2,583"
6,IRWELL HILL RESIDENCES,"1,794,000",613.55,1 Aug 2022,1,1,1,9,8,"2,924"
8,KOPAR AT NEWTON,"2,740,320","1,054.87",1 Aug 2022,1,1,1,9,5,"2,598"
8,KOPAR AT NEWTON,"2,755,170","1,054.87",1 Aug 2022,1,1,1,9,6,"2,612"
8,KOPAR AT NEWTON,"1,700,820",613.55,1 Aug 2022,1,1,1,9,5,"2,772"
16,THE AVENIR,"1,576,000",527.44,1 Aug 2022,1,2,2,9,4,"2,988"
16,THE AVENIR,"6,892,000","2,055.92",1 Aug 2022,1,2,2,9,7,"3,352"
16,THE AVENIR,"2,668,000",807.3,1 Aug 2022,1,2,2,9,7,"3,305"
4,HAUS ON HANDY,"1,673,000",624.31,1 Aug 2022,1,2,1,9,2,"2,680"
6,IRWELL HILL RESIDENCES,"1,957,000",667.37,1 Aug 2022,1,1,1,9,7,"2,932"
16,THE AVENIR,"1,576,000",527.44,1 Aug 2022,1,2,2,9,4,"2,988"
10,MARTIN MODERN,"2,760,000","1,011.82",1 Aug 2022,2,2,1,9,5,"2,728"
16,THE AVENIR,"1,576,000",527.44,1 Aug 2022,1,2,2,9,4,"2,988"
16,THE AVENIR,"2,655,000",807.3,1 Aug 2022,1,2,2,9,7,"3,289"
4,HAUS ON HANDY,"1,708,000",624.31,1 Jul 2022,1,2,1,9,2,"2,736"
16,THE AVENIR,"3,623,000","1,140.98",1 Jul 2022,1,2,2,9,6,"3,175"
16,THE AVENIR,"1,576,000",527.44,1 Jul 2022,1,2,2,9,5,"2,988"
10,MARTIN MODERN,"4,500,000","1,733",1 Jul 2022,2,2,1,9,2,"2,597"
4,HAUS ON HANDY,"2,002,000",764.24,1 Jul 2022,1,2,1,9,4,"2,620"
16,THE AVENIR,"3,835,000","1,140.98",1 Jul 2022,1,2,2,9,8,"3,361"
8,KOPAR AT NEWTON,"2,724,480","1,054.87",1 Jul 2022,1,1,1,9,5,"2,583"
16,THE AVENIR,"3,641,000","1,140.98",1 Jul 2022,1,2,2,9,6,"3,191"
4,HAUS ON HANDY,"1,675,000",624.31,1 Jul 2022,1,2,1,9,3,"2,683"
8,KOPAR AT NEWTON,"3,737,250","1,593.07",1 Jul 2022,1,1,1,9,6,"2,346"
6,IRWELL HILL RESIDENCES,"1,967,000",656.6,1 Jul 2022,1,1,1,9,7,"2,996"
4,HAUS ON HANDY,"1,356,000",516.67,1 Jul 2022,1,2,1,9,3,"2,624"
6,IRWELL HILL RESIDENCES,"3,583,000","1,270.15",1 Jul 2022,1,1,1,9,8,"2,821"
8,KOPAR AT NEWTON,"1,414,140",516.67,1 Jul 2022,1,1,1,9,4,"2,737"
16,THE AVENIR,"3,711,000","1,140.98",1 Jul 2022,1,2,2,9,7,"3,252"
6,IRWELL HILL RESIDENCES,"4,640,000","1,539.25",1 Jul 2022,1,1,1,9,8,"3,014"
8,KOPAR AT NEWTON,"1,389,640",516.67,1 Jul 2022,1,1,1,9,4,"2,690"
16,THE AVENIR,"7,083,000","2,055.92",1 Jul 2022,1,2,2,9,8,"3,445"
4,HAUS ON HANDY,"1,371,000",516.67,1 Jul 2022,1,2,1,9,2,"2,654"
4,HAUS ON HANDY,"1,674,000",635.08,1 Jul 2022,1,2,1,9,2,"2,636"
4,HAUS ON HANDY,"1,680,000",613.55,1 Jul 2022,1,2,1,9,3,"2,738"
6,IRWELL HILL RESIDENCES,"1,930,000",656.6,1 Jul 2022,1,1,1,9,7,"2,939"
4,HAUS ON HANDY,"1,655,000",613.55,1 Jul 2022,1,2,1,9,2,"2,697"
6,IRWELL HILL RESIDENCES,"2,179,000",828.83,1 Jul 2022,1,1,1,9,9,"2,629"
8,KOPAR AT NEWTON,"4,487,670","1,819.12",1 Jul 2022,1,1,1,9,5,"2,467"
16,THE AVENIR,"6,694,000","2,066.69",1 Jul 2022,1,2,2,9,3,"3,239"
8,KOPAR AT NEWTON,"1,359,260",516.67,1 Jul 2022,1,1,1,9,4,"2,631"
8,KOPAR AT NEWTON,"1,379,840",516.67,1 Jul 2022,1,1,1,9,4,"2,671"
6,IRWELL HILL RESIDENCES,"1,859,000",624.31,1 Jul 2022,1,1,1,9,8,"2,978"
8,KOPAR AT NEWTON,"1,369,060",516.67,1 Jul 2022,1,1,1,9,4,"2,650"
8,KOPAR AT NEWTON,"1,675,000",688.9,1 Jul 2022,2,1,1,9,3,"2,431"
6,IRWELL HILL RESIDENCES,"1,487,000",505.91,1 Jul 2022,1,1,1,9,8,"2,939"
8,KOPAR AT NEWTON,"1,338,680",516.67,1 Jul 2022,1,1,1,9,3,"2,591"
8,KOPAR AT NEWTON,"1,349,460",516.67,1 Jul 2022,1,1,1,9,3,"2,612"
4,HAUS ON HANDY,"1,678,000",624.31,1 Jul 2022,1,2,1,9,2,"2,688"
8,KOPAR AT NEWTON,"3,757,775","1,528.49",1 Jul 2022,1,1,1,9,4,"2,458"
4,HAUS ON HANDY,"1,675,000",613.55,1 Jul 2022,1,2,1,9,3,"2,730"
6,IRWELL HILL RESIDENCES,"4,591,000","1,539.25",1 Jul 2022,1,1,1,9,8,"2,983"
6,IRWELL HILL RESIDENCES,"1,745,000",613.55,1 Jul 2022,1,1,1,9,7,"2,844"
16,THE AVENIR,"3,452,000","1,140.98",1 Jul 2022,1,2,2,9,4,"3,025"
16,THE AVENIR,"3,470,000","1,140.98",1 Jul 2022,1,2,2,9,4,"3,041"
16,THE AVENIR,"1,681,000",538.2,1 Jul 2022,1,2,2,9,4,"3,123"
4,HAUS ON HANDY,"1,659,000",613.55,1 Jun 2022,1,2,1,9,2,"2,704"
4,HAUS ON HANDY,"1,467,000",570.49,1 Jun 2022,1,2,1,9,4,"2,571"
16,THE AVENIR,"3,787,000","1,140.98",1 Jun 2022,1,2,2,9,8,"3,319"
4,HAUS ON HANDY,"1,467,000",570.49,1 Jun 2022,1,2,1,9,4,"2,571"
8,KOPAR AT NEWTON,"1,356,300",516.67,1 Jun 2022,1,1,1,9,5,"2,625"
8,KOPAR AT NEWTON,"4,447,080","1,819.12",1 Jun 2022,1,1,1,9,5,"2,445"
10,MARTIN MODERN,"2,350,000",882.65,1 Jun 2022,2,2,1,9,5,"2,662"
16,THE AVENIR,"7,028,000","2,055.92",1 Jun 2022,1,2,2,9,8,"3,418"
6,IRWELL HILL RESIDENCES,"4,263,000","1,582.31",1 Jun 2022,1,1,1,9,4,"2,694"
6,IRWELL HILL RESIDENCES,"4,346,000","1,582.31",1 Jun 2022,1,1,1,9,6,"2,747"
4,HAUS ON HANDY,"1,372,000",516.67,1 Jun 2022,1,2,1,9,2,"2,655"
4,HAUS ON HANDY,"1,660,000",613.55,1 Jun 2022,1,2,1,9,3,"2,706"
4,HAUS ON HANDY,"1,685,000",613.55,1 Jun 2022,1,2,1,9,4,"2,746"
4,HAUS ON HANDY,"1,348,000",516.67,1 Jun 2022,1,2,1,9,2,"2,609"
